-18.85458, 47.48013
-18.85515, 47.48063
-18.85547, 47.48087
-18.85573, 47.48111
-18.85594, 47.48142
-18.85615, 47.48173
-18.85633, 47.48193
-18.85706, 47.48243
-18.85726, 47.48262
-18.85759, 47.48302
-18.8577, 47.48309
-18.85786, 47.48332
-18.85814, 47.48373
-18.85824, 47.48393
-18.85846, 47.48455
-18.85856, 47.48475
-18.85867, 47.4849
-18.85878, 47.48499
-18.85892, 47.48507
-18.85918, 47.48508
-18.85941, 47.485
-18.85996, 47.48485
-18.8602, 47.48485
-18.86173, 47.48523
-18.86367, 47.48571
-18.86607, 47.48626
-18.86623, 47.48635
-18.86655, 47.48656
-18.86685, 47.48682
-18.86714, 47.48713
-18.86768, 47.48771
-18.86818, 47.48865
-18.86872, 47.48971
-18.8691, 47.49039
-18.86932, 47.49079
-18.86939, 47.49101
-18.86941, 47.49121
-18.86938, 47.49148
-18.86929, 47.49168
-18.86915, 47.49187
-18.86884, 47.49221
-18.86875, 47.49235
-18.86868, 47.49252
-18.86867, 47.49271
-18.86871, 47.4929
-18.86881, 47.49306
-18.86894, 47.49318
-18.86922, 47.49329
-18.8701, 47.49361
-18.87044, 47.49377
-18.87069, 47.49398
-18.87088, 47.49422
-18.87156, 47.49524
-18.87216, 47.49618
-18.87234, 47.49648
-18.87243, 47.4967
-18.87251, 47.49705
-18.87267, 47.49801
-18.87279, 47.49861
-18.87295, 47.49909
-18.87309, 47.49939
-18.87328, 47.49978
-18.87344, 47.5001
-18.87356, 47.50027
-18.8737, 47.50043
-18.87387, 47.50054
-18.87413, 47.50074
-18.87447, 47.50105
-18.87464, 47.50129
-18.87475, 47.50162
-18.8748, 47.50185
-18.87499, 47.5025
-18.87472, 47.50259
-18.87455, 47.50294
-18.87436, 47.50327
-18.87421, 47.50368
-18.87409, 47.50417
-18.87411, 47.50434
-18.87425, 47.50491
-18.87433, 47.50507
-18.87436, 47.5051
-18.87439, 47.50511
-18.87437, 47.50514
-18.87409, 47.50569
-18.87386, 47.50627
-18.87375, 47.50655
-18.8737, 47.50685
-18.87369, 47.50711
-18.87372, 47.50747
-18.87371, 47.5077
-18.87358, 47.50778
-18.87332, 47.50802
-18.87327, 47.50807
-18.87321, 47.50808
-18.87287, 47.50831
-18.87258, 47.5086
-18.87247, 47.50878
-18.87222, 47.50915
-18.87159, 47.51012
-18.87089, 47.51117
-18.87066, 47.51144
-18.86973, 47.51246
-18.86919, 47.51298
-18.86871, 47.51347
-18.86858, 47.51364
-18.86845, 47.51394
-18.86833, 47.51441
-18.86838, 47.51485
-18.86855, 47.51551
-18.86879, 47.51651
-18.86899, 47.51736
-18.8691, 47.51768
-18.86932, 47.51791
-18.86948, 47.51801
-18.8698, 47.51813
-18.87017, 47.51827
-18.87047, 47.51836
-18.87084, 47.51844
-18.87124, 47.51855
-18.87197, 47.51878
-18.873, 47.51926
-18.87344, 47.51944
-18.87411, 47.51969
-18.87532, 47.52009
-18.87582, 47.52027
-18.87664, 47.52057
-18.87789, 47.52103
-18.87973, 47.52175
-18.88098, 47.52217
-18.88143, 47.52229
-18.88221, 47.52243
-18.88248, 47.52251
-18.88271, 47.52262
-18.88272, 47.52261
-18.88273, 47.52259
-18.88277, 47.52257
-18.8828, 47.52255
-18.8829, 47.52256
-18.88296, 47.52259
-18.88297, 47.52262
-18.88315, 47.52263
-18.88346, 47.52262
-18.88367, 47.52266
-18.88458, 47.5228
-18.88562, 47.52288
-18.88588, 47.52287
-18.88588, 47.52285
-18.88589, 47.52284
-18.88591, 47.52282
-18.88596, 47.5228
-18.88602, 47.52281
-18.88604, 47.52284
-18.88605, 47.52285
-18.88613, 47.52284
-18.88667, 47.52276
-18.88749, 47.52268
-18.88789, 47.52264
-18.88958, 47.5224
-18.89022, 47.52231
-18.89252, 47.52198
-18.8934, 47.52191
-18.89428, 47.52176
-18.89437, 47.52182
-18.89441, 47.52187
-18.89446, 47.52204
-18.8943, 47.52245
